Year,Name,College,POS,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2021,Janarius Robinson,Florida State,DE,77.38,266,,4.69,25,34,121,4.46,7.31
2021,Quincy Roche,Miami (FL),OLB,74.63,245,,4.69,23,32.5,119,4.5,7.2
2021,Robert Rochell,Central Arkansas,CB,71.75,193,,4.41,9,43,133,4.08,6.84
2021,Amari Rodgers,Clemson,WR,69.5,212,,4.52,19,33,121,4.31,7.07
2021,Asim Rose,Kentucky,RB,73,215,,4.53,24,34,120,4.62,7.26
2021,Larry Rountree,Missouri,RB,70.63,211,,4.7,18,30,108,4.47,6.96
2021,Greg Rousseau,Miami (FL),DE,78.63,266,,4.68,21,30,115,4.53,7.5
2021,Cameron Sample,Tulane (LA),DE,74.75,267,,4.83,23,37,116,4.51,7.4
2021,Asante Samuel,Florida State,CB,70.13,180,,4.41,12,35,124,4.09,6.98
2021,Mekhi Sargent,Iowa,RB,68.38,208,,4.69,18,33.5,113,4.3,7.08
2021,Ry Schneider,Oklahoma State,C,74.38,312,,5.67,26,23.5,85,5.37,8.51
2021,Jordon Scott,Oregon,DT,72,311,,,23,,115,,
2021,Joe Sculthorpe,North Carolina State,OG,74.25,295,,5.26,23,28,105,4.63,7.69
2021,Trey Sermon,Ohio State,RB,72.38,215,,4.61,,37,125,4.3,6.84
2021,Penei Sewell,Oregon,OT,76.88,331,,5.1,30,28,109,4.68,7.76
2021,Tyler Shelvin,Louisiana State,DT,74.13,350,,5.41,,28.5,97,5.08,8.15
2021,Jamien Sherwood,Auburn,SS,73.75,216,,4.76,15,36,123,4.36,7.15
2021,Antjuan Simmons,Michigan State,ILB,71.63,218,,4.88,15,32,112,4.27,7.31
2021,T.J. Simmons,West Virginia,WR,73.38,208,,4.59,13,32,120,4.55,7.22
2021,Bennett Skowronek,Notre Dame,WR,74.88,220,,,13,,118,,
2021,Rashawn Slater,Northwestern,OG,76.25,304,,4.91,33,33,112,4.45,7.48
2021,Tedarrell Slaton,Florida,DT,76,330,,5.09,27,29,109,4.84,7.91
2021,Brandon Smith,Iowa,WR,73.38,218,,4.64,21,39,130,,
2021,DAnte Smith,East Carolina (NC),OG,77.38,305,,5.33,24,29,113,4.75,7.9
2021,DeVonta Smith,Alabama,WR,72.25,170,,,,,131,,
2021,Elerson Smith,Northern Iowa,DE,78.25,252,,4.78,26,41.5,127,4.39,7.11
2021,James Smith,Cincinnati,P,76.75,231,,,,,123,,
2021,Shi Smith,South Carolina,WR,69.5,186,,4.46,,36,123,4.22,6.79
2021,Trey Smith,Tennessee,OG,77.5,321,,5.11,32,31,112,4.82,7.43
2021,Zach Smith,Tulsa (OK),QB,75.38,222,,5.23,,29.5,111,4.52,7.26
2021,Ihmir Smith-Marsette,Iowa,WR,72.75,181,,4.5,10,37,124,4.23,7.06
2021,Charles Snowden,Virginia,OLB,78.38,243,,,21,,128,,
2021,Dylan Soehner,Iowa State,TE,78.63,268,,4.86,,30.5,112,4.43,7.32
2021,Kyle Spalding,San Diego State,OT,78.5,299,,5.4,18,25.5,101,4.88,7.9
2021,Marquiss Spencer,Mississippi State,DT,75.63,301,,4.87,12,31.5,111,4.51,7.28
2021,Benjamin St-Juste,Minnesota,CB,75.25,202,,4.55,11,34.5,119,4.01,6.63
2021,Amon-Ra St. Brown,Southern California,WR,71.5,197,,4.61,20,38.5,127,4.26,6.9
2021,Brandon Stephens,Southern Methodist (TX),CB,72.13,213,,4.44,19,38,127,4.29,6.99
2021,Caden Sterns,Texas,FS,71.88,202,,4.41,14,42,128,4.13,6.96
2021,JaCoby Stevens,Louisiana State,OLB,73.13,212,,4.62,,42,130,,
2021,Marquez Stevenson,Houston,WR,70.13,180,,4.48,,33,122,4.21,6.86
2021,Rhamondre Stevenson,Oklahoma,RB,71.63,231,,4.64,15,31.5,112,4.15,7.09
2021,Brad Stewart,Florida,FS,72.13,195,,4.59,11,33.5,126,4.4,7.25
2021,Darius Stills,West Virginia,DT,72.5,278,,4.98,23,32.5,110,4.49,7.18
2021,Donovan Stiner,Florida,SS,73.5,205,,4.58,15,34.5,127,4.23,7.08
2021,Eric Stokes,Georgia,CB,72.63,194,,4.31,14,38.5,128,4.36,6.96
2021,Mason Stokke,Wisconsin,FB,74.13,242,,4.96,22,30.5,112,4.34,7.2
2021,Jack Stoll,Nebraska,TE,75.75,247,,4.68,16,31.5,119,4.29,6.93
2021,Dillon Stoner,Oklahoma State,WR,72.13,194,,4.57,16,37,123,4.18,6.95
2021,Eli Stove,Auburn,WR,71.38,194,,4.54,14,30.5,119,4.4,7.34
2021,Mike Strachan,Charleston (WV),WR,77.38,226,,4.54,20,35,127,4.36,6.96
2021,Grant Stuard,Houston,OLB,71.63,225,,,28,,117,,
2021,Elijah Sullivan,Kansas State,OLB,72,214,,4.69,13,,115,4.31,7.12
2021,Chazz Surratt,North Carolina,ILB,74.13,229,,4.59,25,31.5,125,4.18,7.04
2021,Sage Surratt,Wake Forest,WR,74.5,209,,4.7,,,115,4.25,
2021,Patrick Surtain,Alabama,CB,74,208,,4.42,18,39,131,,
2021,Keith Taylor,Washington,CB,74.25,187,,4.54,12,33.5,127,4.27,6.85
2021,Ambry Thomas,Michigan,CB,71.88,191,,4.41,15,38,122,,
2021,Zac Thomas,Appalachian State (NC),QB,72.63,205,,4.59,,30,115,4.35,7.08
2021,Erroll Thompson,Mississippi State,ILB,72.5,239,,4.81,,30.5,114,4.56,7.66
2021,Tariq Thompson,San Diego State,SS,70.75,204,,4.75,15,31,113,4.73,7.75
2021,Kadarius Toney,Florida,WR,71.63,193,,4.38,9,39.5,136,4.23,6.88
2021,Shaka Toney,Penn State,DE,74.5,242,,4.53,24,39,128,4.29,7
2021,Khyiris Tonga,Brigham Young,DT,74.13,325,,5.1,35,28,105,4.73,7.83
2021,Austin Trammell,Rice (TX),WR,70.13,181,,4.62,21,40,124,4.11,6.75
2021,Kyle Trask,Florida,QB,77.25,236,,5.08,,31.5,113,4.38,7.08
2021,Joe Tryon,Washington,DE,77,259,,4.68,22,35,116,4.36,7.18
2021,Carl Tucker,Alabama,FB,73.5,249,,4.9,,31.5,117,4.57,7.75
2021,Jay Tufele,Southern California,DT,74.13,305,,5.02,30,30,105,4.9,7.81
2021,Syrus Tuitele,Frenso State (CA),OG,77.5,311,,5.21,36,26,94,4.91,8.19
2021,Payton Turner,Houston,DE,77.5,268,,,23,35.5,118,4.31,7.01
2021,Jaylen Twyman,Pittsburgh,DT,73.75,301,,5.4,40,32.5,104,,8
2021,Christian Uphoff,Illinois State,SS,74,209,,4.64,17,33,120,4.38,7.09
2021,Cole Van Lanen,Wisconsin,OT,76.25,305,,5.11,22,30,107,4.64,7.34
2021,T.J. Vasher,Texas Tech,WR,77.63,203,,,,37,121,,
2021,Tyler Vaughns,Southern California,WR,74,184,,4.69,7,31.5,120,4.4,7.15
2021,Alijah Vera-Tucker,Southern California,OG,76.5,308,,5.13,32,32,106,4.63,7.7
2021,Kary Vincent,Louisiana State,CB,69.75,185,,4.39,8,35.5,117,,
2021,Gunnar Vogel,Northwestern,OT,78.25,306,,5.47,23,26,105,4.92,7.67
2021,Jaylen Waddle,Alabama,WR,69.5,180,,,,,122,,
2021,Lamont Wade,Penn State,FS,69,190,,4.46,,35.5,118,4.38,7.15
2021,Shaun Wade,Ohio State,CB,72.63,196,,,,,122,,
2021,Tylan Wallace,Oklahoma State,WR,71.38,194,,4.5,11,33,112,4.25,6.97
2021,Garret Wallow,Texas Christian,OLB,73.63,220,,4.65,22,32.5,122,4.12,6.87
2021,DeAndre Washington,Arkansas-Monticello,TE,74.25,247,,,,,119,,
2021,Austin Watkins,Alabama-Birmingham,WR,73.5,209,,4.56,18,,133,,
2021,Jamar Watson,Kentucky,OLB,73.88,241,,4.78,19,30,118,4.57,7.33
2021,Rashad Weaver,Pittsburgh,DE,76.38,259,,4.88,20,32,114,4.26,6.97
2021,Mark Webb,Georgia,CB,73.5,207,,4.61,,36.5,136,4.52,7.3
2021,Pete Werner,Ohio State,OLB,74.88,238,,4.62,20,39.5,122,4.38,6.9
2021,Brady White,Memphis,QB,73,210,,4.84,,29,118,4.33,6.97
2021,Brendon White,Rutgers,SS,73.38,215,,4.66,19,34.5,112,4.33,6.82
2021,Jarell White,Cincinnati,SS,68.75,202,,4.58,22,35,125,4.35,7.21
2021,Lawrence White,Iowa State,FS,71.88,195,,4.62,14,33.5,120,4.38,7.12
2021,James Wiggins,Cincinnati,FS,71.25,209,,4.42,22,38,127,,
2021,Chris Wilcox,Brigham Young,CB,73.63,198,,4.39,,37.5,126,4.3,7.19
2021,Rachad Wildgoose,Wisconsin,CB,71.25,197,,4.53,11,36,120,4.18,7.09
2021,Avery Williams,Boise State,CB,68.38,187,,4.43,19,33.5,121,4,6.88
2021,Javonte Williams,North Carolina,RB,69.63,212,,4.57,22,36,123,4.09,6.93
2021,Marlon Williams,Central Florida,WR,71.25,209,,4.66,14,33.5,119,4.57,
2021,Pooka Williams,Kansas,RB,69.63,170,,4.46,4,31.5,118,4.26,7.03
2021,Rodarius Williams,Oklahoma State,CB,71.75,189,,4.53,14,36.5,123,4.18,6.95
2021,Seth Williams,Auburn,WR,75,211,,4.49,12,37,124,4.43,7.2
2021,Trill Williams,Syracuse,CB,72.38,208,,4.59,20,36,123,4.27,7.17
2021,Marvin Wilson,Florida State,DT,75.88,303,,5.09,23,25.5,107,4.83,7.71
2021,Zach Wilson,Brigham Young,QB,74.13,214,,,,,113,,
2021,Lawrence Woods,Truman State,CB,69.5,182,,4.52,13,37.5,124,4.28,7.08
2021,Kenny Yeboah,Mississippi,TE,75.88,250,,,15,34,116,,
2021,Landon Young,Kentucky,OT,78.13,310,,5.18,34,30.5,108,4.89,7.7
2021,Zane Zandier,Virginia,ILB,74.75,228,,4.76,18,37,119,4.28,7.14
2020,Trey Adams,Washington,OT,80,318,,5.6,,24.5,92,,
2020,Hakeem Adeniji,Kansas,OG,76.38,300,,5.17,26,34,115,5.08,8.32
2020,McTelvin Agim,Arkansas,DT,74.63,309,,4.98,27,30.5,,4.66,7.55
2020,Salvon Ahmed,Washington,RB,70.88,197,,4.62,,34.5,120,,
2020,Brandon Aiyuk,Arizona State,WR,71.63,205,,4.5,11,40,128,,
2020,Cam Akers,Florida State,RB,70.38,217,,4.47,20,35.5,122,4.42,
2020,Bradlee Anae,Utah,DE,75.38,257,,4.93,25,31,115,4.43,7.44
2020,Tremayne Anchrum,Clemson,OG,73.88,314,,5.21,26,24.5,104,,
2020,Darius Anderson,Texas Christian,RB,70.5,208,,4.61,19,36,128,4.19,
2020,Damon Arnette,Ohio State,CB,71.63,195,,4.56,,,,,
2020,Grayland Arnold,Baylor,S,69.13,186,,4.59,12,33,120,4.3,7.01
2020,Devin Asiasi,UCLA,TE,75,257,,4.73,16,30.5,115,,
2020,Joe Bachie,Michigan State,LB,73,230,,4.67,26,33.5,119,4.34,6.93
2020,Markus Bailey,Purdue,LB,72.13,235,,,15,,,,
2020,Trajan Bandy,Miami (FL),CB,67.75,180,,4.5,10,,,,
2020,Ben Bartch,St. Johns (MN),OT,77.75,309,,,,,,,
2020,Tyler Bass,Georgia Southern,K,70.5,185,,,,,,,
2020,Essang Bassey,Wake Forest,CB,69.38,191,,4.46,12,39.5,128,4.13,6.95
2020,Zack Baun,Wisconsin,LB,74.38,238,,4.65,24,32.5,115,4.31,7
2020,Omar Bayless,Arkansas State,WR,72.75,212,,4.62,11,36,123,4.5,7.35
2020,Mekhi Becton,Louisville,OT,79.38,364,,5.1,23,,,,
2020,Levante Bellamy,Western Michigan,RB,68.88,192,,4.5,16,39.5,125,,
2020,Eno Benjamin,Arizona State,RB,68.88,207,,4.57,12,39,122,4.25,6.97
2020,Francis Bernard,Utah,LB,72.38,234,,4.81,19,32.5,120,,
2020,Tyler Biadasz,Wisconsin,C,75.63,314,,,,,,,
2020,Daniel Bituli,Tennessee,LB,74,246,,4.84,16,32,121,,
2020,Ross Blacklock,Texas Christian,DT,75.13,290,,4.9,,29,107,4.67,7.77
2020,Julian Blackmon,Utah,S,71.75,187,,,,,,,
2020,Rodrigo Blankenship,Georgia,K,73,190,,,,,,,
2020,Lynn Bowden,Kentucky,RB,70.63,204,,,13,,,,
2020,Shaun Bradley,Temple,LB,72.63,235,,4.51,14,32.5,121,4.24,7.07
2020,Ben Bredeson,Michigan,OG,76.63,315,,,,,,,
2020,Jacob Breeland,Oregon,TE,76.88,252,,,,,,,
2020,Antoine Brooks,Maryland,S,70.63,220,,4.64,18,34.5,,,
2020,Jordyn Brooks,Texas Tech,LB,72,240,,4.54,,,,,
2020,Cameron Brown,Penn State,LB,77.25,233,,4.72,16,35.5,123,,
2020,Derrick Brown,Auburn,DT,76.63,326,,5.16,28,27,108,4.79,8.22
2020,Tony Brown,Colorado,OT,73,195,,4.65,14,33.5,119,4.27,7.21
2020,Harrison Bryant,Florida Atlantic,TE,76.75,243,,4.73,13,32.5,110,4.37,7.41
2020,Hunter Bryant,Washington,TE,74.25,248,,4.74,23,32.5,115,4.46,7.08
2020,Kelly Bryant,Missouri,QB,75.13,229,,4.69,,35,125,4.51,7.33
2020,Myles Bryant,Washington,CB,69,185,,4.62,,31.5,115,4.02,6.81
2020,Terrell Burgess,Utah,S,71.38,202,,4.46,20,33.5,122,,
2020,Joe Burrow,Louisiana State,QB,75.63,221,,,,,,,
2020,Cohl Cabral,Arizona State,C,76.88,300,,,20,,,,
2020,Lawrence Cager,Georgia,WR,76.75,220,,,,,,,
2020,Raymond Calais,Louisiana-Lafayette,RB,67.88,188,,4.42,20,37.5,120,,
2020,Marquez Callaway,Tennessee,WR,73.25,205,,4.55,,38,126,,
2020,Shyheim Carter,Alabama,S,72,191,,,,,,,
2020,Quintez Cephus,Wisconsin,WR,72.88,202,,4.73,23,38.5,124,4.33,7.2
2020,K'Lavon Chaisson,Louisiana State,LB,75,254,,,,,,,
2020,Saahdiq Charles,Louisiana State,OT,76.13,321,,5.05,,,,,
2020,Joseph Charlton,South Carolina,P,76.5,195,,,,,,,
2020,Jeremy Chinn,Southern Illinois,S,75,221,,4.45,20,41,138,,
2020,Cameron Clarke,North Carolina Charlotte,OG,76.5,308,,5.29,26,25,101,,
2020,Nevelle Clarke,Central Florida,CB,72.88,190,,,10,35,126,4.31,6.88
2020,Chase Claypool,Notre Dame,WR,76.25,238,,4.42,19,40.5,126,,
2020,Rodney Clemons,Southern Methodist (TX),S,71.63,209,,4.71,21,33.5,118,,
2020,Ezra Cleveland,Boise State,OT,78,311,,4.93,30,30,111,4.46,7.26
2020,Tyrie Cleveland,Florida,WR,74,205,,4.46,13,39.5,126,,
2020,Josiah Coatney,Mississippi,DE,76,309,,5.21,22,27,99,4.82,8.07
2020,Nick Coe,Auburn,DE,76.63,280,,4.89,21,29,116,4.59,7.29
2020,Brian Cole,Mississippi State,S,73.75,213,,4.52,,,,,
2020,Kendall Coleman,Syracuse,DE,75,253,,4.95,,32,114,4.62,7.5
2020,Trystan Colon-Castillo,Missouri,C,76,315,,,11,,,,
2020,Carter Coughlin,Minnesota,LB,75.13,236,,4.57,,36,126,,
2020,Isaiah Coulter,Rhode Island,WR,73.88,198,,4.45,,36,121,4.62,7.28
2020,Kamren Curl,Arkansas,S,74,198,,4.6,24,34.5,125,,
2020,Lloyd Cushenberry,Louisiana State,C,75.13,312,,5.27,25,,,,
2020,DeeJay Dallas,Miami (FL),RB,70.13,217,,4.58,,33.5,119,4.32,7.18
2020,Darrion Daniels,Nebraska,DT,75,325,,5.18,21,27,109,4.93,7.75
2020,Cameron Dantzler,Mississippi State,CB,74.25,188,,4.64,,34.5,,,
2020,Kevin Davidson,Princeton,QB,76.13,224,,5,,28,109,4.37,7.13
2020,Marlon Davidson,Auburn,DT,75.38,303,,5.04,21,,,,
2020,Ashtyn Davis,California,S,72.88,202,,,14,,,,
2020,Carlos Davis,Nebraska,DT,74,313,,4.82,27,27.5,8,4.52,
2020,Gabriel Davis,Central Florida,WR,74,216,,4.54,14,35,124,4.59,7.08
2020,Javaris Davis,Auburn,CB,68.5,183,,4.39,11,35.5,124,,
2020,Khalil Davis,Nebraska,DT,73,308,,4.75,32,32.5,9,,
2020,Quartney Davis,Texas A&M,WR,73.25,201,,4.54,,35.5,,,
2020,Raekwon Davis,Alabama,DT,78.13,311,,5.12,24,28,111,4.86,7.95
2020,Akeem Davis-Gaither,Appalachian State (NC),LB,73.5,224,,,21,,,,
2020,Josiah Deguara,Cincinnati,TE,74.38,242,,4.72,25,35.5,115,4.35,7.15
2020,Grant Delpit,Louisiana State,S,74.5,213,,,,,,,
2020,Trevon Diggs,Alabama,CB,73.38,205,,,,,,,
2020,A.J. Dillon,Boston College,RB,72.38,247,,4.53,23,41,131,,7.19
2020,Michael Divinity,Louisiana State,LB,74,241,,4.85,14,31,115,,
2020,J.K. Dobbins,Ohio State,RB,69.5,209,,,23,,,,
2020,Rico Dowdle,South Carolina,RB,72,215,,4.54,,38,127,,
2020,Jack Driscoll,Auburn,OT,76.63,306,,5.02,23,29.5,114,,
2020,Kyle Dugger,Lenoir-Rhyne,S,72.88,217,,4.49,17,42,134,,
2020,Yasir Durant,Missouri,OT,78,331,,5.52,21,25,,,
2020,Devin Duvernay,Texas,WR,70.5,200,,4.39,,35.5,123,4.2,7.13
2020,Troy Dye,Oregon,LB,75.25,231,,,,,,,
2020,Jacob Eason,Washington,QB,77.88,231,,4.89,,27.5,110,4.75,7.5
2020,Bryan Edwards,South Carolina,WR,74.75,212,,,,,,,
2020,Clyde Edwards-Helaire,Louisiana State,RB,67.25,207,,4.6,15,39.5,123,,
2020,Jalen Elliott,Notre Dame,S,72.38,205,,4.8,15,34,125,4.3,6.87
2020,Jordan Elliott,Missouri,DT,75.88,302,,5.02,24,27.5,,4.73,
2020,A.J. Epenesa,Iowa,DE,77.13,275,,5.04,17,32.5,117,4.46,7.34
2020,Darrynton Evans,Appalachian State (NC),RB,70.13,203,,4.41,20,37,125,,
2020,Blake Ferguson,Louisiana State,LS,74.63,229,,5.07,,31,112,4.52,7.43
2020,Chris Finke,Notre Dame,WR,70,184,,4.57,7,40,,,
2020,Leki Fotu,Utah,DT,77.38,330,,5.15,21,,,,
2020,Jake Fromm,Georgia,QB,73.88,219,,5.01,,30,111,4.51,7.27
2020,Aaron Fuller,Washington,WR,70.75,188,,4.59,,34,118,,7.14
2020,Jordan Fuller,Ohio State,S,73.88,203,,4.67,,35.5,122,4.27,
2020,Kristian Fulton,Louisiana State,CB,71.63,197,,4.46,,35.5,123,4.36,6.94
2020,Tipa Galeai,Utah State,LB,77,235,,,,,,,
2020,Neville Gallimore,Oklahoma,DT,74,304,,4.79,23,30,9,5.01,7.97
2020,Antonio Gandy-Golden,Liberty (VA),WR,76,223,,4.6,22,36,127,4.55,7.33
2020,Cale Garrett,Missouri,LB,73.75,234,,4.92,,32,124,4.13,6.91
2020,Jonathan Garvin,Miami (FL),LB,76.13,263,,4.82,23,36,125,,
2020,Willie Gay,Mississippi State,LB,73.13,243,,4.46,21,39.5,136,4.3,7.08
2020,Antonio Gibson,Memphis,RB,72.38,228,,4.39,16,35,118,,
2020,Alohi Gilman,Notre Dame,S,70.5,201,,4.6,17,32,119,4.08,6.81
2020,Trevis Gipson,Tulsa (OK),LB,75.38,254,,4.73,25,34,10,4.33,7.57
2020,Jeff Gladney,Texas Christian,CB,70.25,191,,4.48,17,37.5,124,,7.26
2020,Anthony Gordon,Washington State,QB,74.38,205,,,,,,,
2020,A.J. Green,Oklahoma State,CB,73.5,202,,4.62,13,34,9,4.28,7.2
2020,Jonathan Greenard,Florida,DE,75.38,263,,4.87,22,30.5,113,4.34,7.13
2020,Yetur Gross-Matos,Penn State,DE,77,266,,,20,34,120,,
2020,Stephen Guidry,Mississippi State,WR,76,200,,4.47,,34,125,4.46,7.31
2020,Bryce Hall,Virginia,CB,73.13,202,,,11,,,,
2020,DaVon Hamilton,Ohio State,DT,75.75,320,,5.14,33,29.5,102,,7.72
2020,LaDarius Hamilton,North Texas,DE,75,260,,4.89,27,30,114,4.49,7.66
2020,K.J. Hamler,Penn State,WR,68.63,178,,,15,,,,
2020,Harrison Hand,Temple,CB,71.13,197,,4.52,14,41,133,4.27,7.15
2020,Jake Hanson,Oregon,C,76.38,303,,5.5,33,,,,
2020,DeJon Harris,Arkansas,LB,71.63,234,,4.69,18,33,111,4.32,7.38
2020,Nick Harris,Washington,C,72.88,302,,5.1,20,29.5,103,,
2020,Malik Harrison,Ohio State,LB,74.63,247,,4.66,,36,122,4.32,6.83
2020,JaMycal Hasty,Baylor,RB,68,205,,4.55,15,39,123,4.03,
2020,Jaylinn Hawkins,California,S,74,210,,,,35.5,117,,
2020,Charlie Heck,North Carolina,OT,79.63,311,,5.16,21,28,112,4.86,8.02
2020,C.J. Henderson,Florida,CB,72.75,204,,4.39,20,37.5,127,,
2020,Matt Hennessy,Temple,C,75.88,307,,5.18,23,30,110,4.6,7.45
2020,Justin Herbert,Oregon,QB,78.25,236,,4.68,,35.5,123,4.46,7.06
2020,Brian Herrien,Georgia,RB,71.13,209,,4.62,18,38.5,126,4.4,7.12
2020,Justin Herron,Wake Forest,OG,77,290,,5.26,27,33,105,4.88,8.41
2020,Tee Higgins,Clemson,WR,75.63,216,,4.59,,31,10,4.53,
2020,Alex Highsmith,North Carolina Charlotte,DE,75.13,248,,4.7,,33,125,4.31,7.32
2020,John Hightower,Boise State,WR,73.5,189,,4.43,,38.5,122,4.21,7.07
2020,K.J. Hill,Ohio State,WR,71.88,196,,4.6,17,32.5,114,,
2020,Lavert Hill,Michigan,CB,70,190,,,21,,,,
2020,Trevon Hill,Miami (FL),DE,74.88,248,,4.89,,28,113,,
2020,Isaiah Hodgins,Oregon State,WR,75.63,210,,4.61,9,36.5,124,4.12,7.01
2020,Sterling Hofrichter,Syracuse,P,69.63,196,,,,,,,
2020,Darnay Holmes,UCLA,CB,69.75,195,,4.48,12,,,,
2020,Brycen Hopkins,Purdue,TE,75.88,245,,4.66,21,33.5,116,4.28,7.25
2020,Khaleke Hudson,Michigan,LB,71,224,,4.56,30,33,120,,
2020,Robert Hunt,Louisiana-Lafayette,OG,77.13,323,,,,,,,
2020,Jalen Hurts,Oklahoma,QB,73,222,,4.59,,35,125,,
2020,Noah Igbinoghene,Auburn,CB,70.38,198,,4.48,15,37,128,4.19,7.1
2020,Keith Ismael,San Diego State,C,74.88,309,,5.34,,32,108,4.65,8.14
2020,Cordel Iwuagwu,Texas Christian,OG,75,311,,5.22,25,27,94,4.87,8.03
2020,Austin Jackson,Southern California,OT,76.88,322,,5.07,27,31,115,,7.95
2020,Dane Jackson,Pittsburgh,CB,71.63,187,,4.57,,35,122,4.27,7.07
2020,Jonah Jackson,Ohio State,OG,75.5,306,,5.23,28,26,98,5.02,7.83
2020,Lamar Jackson,Nebraska,CB,74,208,,4.58,10,36.5,122,4.42,7.28
2020,Trishton Jackson,Syracuse,WR,72.75,197,,4.5,,36,117,,
2020,Justin Jefferson,Louisiana State,WR,73.25,202,,4.43,,37.5,126,,
2020,Van Jefferson,Florida,WR,73.5,200,,,,,,,
2020,Anfernee Jennings,Alabama,LB,74.13,256,,,,,,,
2020,Jauan Jennings,Tennessee,WR,75.13,215,,4.72,,29,119,,
2020,Jerry Jeudy,Alabama,WR,73,193,,4.45,,35,120,4.53,
2020,Collin Johnson,Texas,WR,77.63,222,,,17,,,,
2020,Jaylon Johnson,Utah,CB,71.88,193,,4.5,15,36.5,124,4.13,7.01
2020,Juwan Johnson,Oregon,WR,76,230,,4.58,14,33,124,4.37,6.94
2020,Tyler Johnson,Minnesota,WR,73.38,206,,,,,,,
2020,Clay Johnston,Baylor,LB,73,232,,,18,,,,
2020,Benito Jones,Mississippi,DT,73,316,,5.26,,26.5,,5.27,8.21
2020,Brandon Jones,Texas,FB,71.13,198,,,,,,,
2020,Josh Jones,Houston,OT,77,319,,5.27,24,28.5,109,,
2020,Tony Jones,Notre Dame,WR,71,224,,4.68,13,32.5,119,4.21,7.18
2020,Azur Kamara,Kansas,LB,75.25,242,,4.59,13,28,121,4.46,7.2
2020,Khalid Kareem,Notre Dame,DE,75.75,268,,,,,,,
2020,Dalton Keene,Virginia Tech,DT,76.13,253,,4.71,21,34,125,4.19,7.07
2020,Joshua Kelley,UCLA,RB,70.63,212,,4.49,23,31,121,4.28,6.95
2020,BoPete Keyes,Tulane (LA),CB,73,200,,,,36,126,,
2020,Solomon Kindley,Georgia,OG,75.25,337,,,,,,,
2020,Javon Kinlaw,South Carolina,DT,77.13,324,,,,,,,
2020,Cole Kmet,Notre Dame,TE,77.75,262,,4.7,,37,123,4.41,7.44
2020,Cedarian Lamb,Oklahoma,WR,73.63,198,,4.5,11,34.5,124,,
2020,Rashard Lawrence,Louisiana State,DT,74,308,,5.07,22,,,,8.03
2020,Javon Leake,Maryland,RB,72.13,215,,4.65,,34,125,,
2020,Benny LeMay,North Carolina Charlotte,RB,68.13,221,,4.75,24,28.5,112,,
2020,Shane Lemieux,Oregon,OG,75.88,310,,5.11,26,25.5,107,4.9,8.13
2020,Brian Lewerke,Michigan State,QB,74.5,213,,4.95,,31,113,4.4,7.14
2020,Damien Lewis,Louisiana State,OG,74,327,,5.24,27,30,108,,
2020,Terrell Lewis,Alabama,LB,77.25,262,,,,37,124,,
2020,Kalija Lipscomb,Vanderbilt,WR,71.88,207,,4.57,16,32,127,,
2020,Jordan Love,Utah State,QB,75.75,224,,4.74,,35.5,118,4.52,7.21
2020,Jake Luton,Oregon State,QB,78.13,224,,5.07,,28.5,,4.6,7.85
2020,James Lynch,Baylor,DT,75.63,289,,5.01,23,29,111,4.39,7.39
2020,Austin Mack,Ohio State,WR,73.5,208,,4.59,,31.5,117,4.42,
2020,Jordan Mack,Virginia,LB,74.75,241,,,,,,,
2020,Justin Madubuike,Texas A&M,DT,74.63,293,,4.83,31,,,,7.37
2020,Braden Mann,Texas A&M,P,71.38,198,,4.83,,31,111,4.13,7.03
2020,Kamal Martin,Minnesota,LB,74.88,240,,,,,,,
2020,Cole McDonald,Hawaii,QB,75.13,215,,4.58,,36,121,4.52,7.13
2020,Anthony McFarland,Maryland,RB,68.13,208,,4.44,,29.5,116,,
2020,Sean McKeon,Michigan,TE,77,242,,,18,,,,
2020,Xavier McKinney,Alabama,S,72.38,201,,4.63,19,36,122,,
2020,Colton McKivitz,West Virginia,OT,78.13,306,,5.35,20,26,106,5,7.87
2020,Josh Metellus,Michigan,S,71,209,,4.55,20,36.5,124,4.4,6.94
2020,Chris Miller,Baylor,S,72,191,,4.61,12,35.5,133,4.12,7.09
2020,Denzel Mims,Baylor,WR,74.88,207,,4.38,16,38.5,131,4.43,6.66
2020,John Molchon,Boise State,OG,77,318,,5.13,26,34,109,4.73,7.85
2020,JJ Molson,UCLA,K,73,197,,,,,,,
2020,Steven Montez,Colorado,QB,76,231,,4.68,,33,117,4.43,7.25
2020,Darnell Mooney,Tulane (LA),WR,70,176,,4.38,9,37,124,,
2020,James Morgan,Florida International,QB,76,229,,4.89,,29,112,4.64,7.51
2020,Thaddeus Moss,Louisiana State,TE,73.88,250,,,,,,,
2020,Zack Moss,Utah,RB,69.38,223,,4.65,19,33,,4.37,
2020,Larrell Murchison,North Carolina State,DT,74.5,297,,5.05,29,29,118,4.51,7.89
2020,Kyle Murphy,Rhode Island,OT,76,302,,5.3,19,28,104,4.68,7.81
2020,Kenneth Murray,Oklahoma,LB,74.5,241,,4.52,21,38,129,,
2020,Tanner Muse,Clemson,LB,74,227,,4.41,20,34.5,124,4.12,6.94
2020,Netane Muti,Frenso State (CA),OG,74.88,315,,,44,,,,
2020,Lucas Niang,Texas Christian,OT,78,315,,,,,,,
